laptop_ID,Inches,Memory,SSD_Flag,HDD_Flag,Storage_GB,Ram_GB,Company_std,OpSys_std,Weight_kg,Screen_W,Screen_H,PPI,Company_Apple,Company_Asus,Company_Chuwi,Company_Dell,Company_Fujitsu,Company_Google,Company_HP,Company_Huawei,Company_LG,Company_Lenovo,Company_MSI,Company_Mediacom,Company_Microsoft,Company_Razer,Company_Samsung,Company_Toshiba,Company_Vero,Company_Xiaomi,TypeName_Gaming,TypeName_Netbook,TypeName_Notebook,TypeName_Ultrabook,TypeName_Workstation,Cpu_Brand_Intel,Cpu_Brand_Other,Gpu_Brand_Intel,Gpu_Brand_Nvidia,Gpu_Brand_Other,OS_Simplified_MacOS,OS_Simplified_Other,OS_Simplified_Windows
247,17.3,128GB SSD +  1TB HDD,1,1,1128.0,8,Asus,Other,2.69,1920,1080,127.33567457123111,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
248,15.6,256GB SSD,1,0,256.0,8,Dell,Windows,2.56,1920,1080,141.21199808219862,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
249,13.9,256GB SSD,1,0,256.0,8,Lenovo,Windows,1.38,1920,1080,158.48253022174808,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
250,15.6,128GB SSD +  2TB HDD,1,1,2128.0,8,Dell,Windows,2.2,1920,1080,141.21199808219862,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
251,15.6,1TB HDD,0,1,1000.0,8,HP,Windows,2.04,1366,768,100.45466986113651,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
252,17.3,256GB SSD,1,0,256.0,16,Asus,Windows,3.6,1920,1080,127.33567457123111,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
253,13.3,500GB HDD,0,1,500.0,4,HP,Windows,1.49,1920,1080,165.6321180513006,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
254,13.3,512GB SSD,1,0,512.0,8,Apple,Mac,1.37,2560,1600,226.98300468106115,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
255,15.6,1TB HDD,0,1,1000.0,8,Dell,Windows,2.08,1920,1080,141.21199808219862,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
256,17.3,256GB SSD +  1TB HDD,1,1,1256.0,16,Asus,Windows,4.3,1920,1080,127.33567457123111,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
257,15.6,1TB HDD,0,1,1000.0,4,Asus,Windows,1.68,1366,768,100.45466986113651,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
258,13.9,512GB SSD,1,0,512.0,8,Lenovo,Windows,1.37,1920,1080,158.48253022174808,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
259,17.3,256GB SSD,1,0,256.0,4,Acer,Windows,3.0,1920,1080,127.33567457123111,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
260,13.3,256GB SSD,1,0,256.0,8,Dell,Windows,1.41,1920,1080,165.6321180513006,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
261,15.6,128GB SSD,1,0,128.0,8,HP,Windows,1.91,1366,768,100.45466986113651,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
262,17.3,1TB HDD,0,1,1000.0,16,HP,Windows,2.9,1920,1080,127.33567457123111,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
263,17.3,512GB SSD +  1TB HDD,1,1,1512.0,16,MSI,Windows,4.14,1920,1080,127.33567457123111,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
264,15.6,512GB SSD,1,0,512.0,8,Lenovo,Windows,2.0,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
265,17.3,128GB SSD +  1TB HDD,1,1,1128.0,8,Dell,Windows,2.8,1920,1080,127.33567457123111,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
266,15.6,256GB SSD,1,0,256.0,4,Lenovo,Other,2.2,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
267,15.6,500GB HDD,0,1,500.0,4,HP,Windows,2.1,1920,1080,141.21199808219862,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
268,15.6,1TB HDD,0,1,1000.0,4,Dell,Windows,2.18,1920,1080,141.21199808219862,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
269,15.6,1TB HDD,0,1,1000.0,8,Dell,Windows,2.24,1920,1080,141.21199808219862,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
270,15.6,256GB SSD,1,0,256.0,8,Dell,Windows,2.67,1920,1080,141.21199808219862,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
271,13.3,512GB SSD +  512GB SSD,1,0,1024.0,8,Asus,Windows,1.1,1920,1080,165.6321180513006,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
272,15.6,1TB HDD,0,1,1000.0,4,Lenovo,Other,2.2,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
273,17.3,1TB HDD,0,1,1000.0,8,HP,Windows,2.5,1920,1080,127.33567457123111,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
274,15.6,256GB SSD,1,0,256.0,8,Lenovo,Windows,2.05,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
275,13.3,512GB SSD,1,0,512.0,8,Apple,Mac,1.37,2560,1600,226.98300468106115,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
276,17.3,256GB SSD +  1TB HDD,1,1,1256.0,16,Asus,Windows,3.2,1920,1080,127.33567457123111,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
277,15.6,256GB SSD,1,0,256.0,8,Dell,Linux,2.14,1920,1080,141.21199808219862,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
278,14.0,512GB SSD,1,0,512.0,16,Lenovo,Windows,1.36,2560,1440,209.8006828649808,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
279,15.6,500GB HDD,0,1,500.0,8,Toshiba,Windows,2.2,1366,768,100.45466986113651,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
280,15.6,1TB HDD,0,1,1000.0,12,Dell,Windows,2.3,1366,768,100.45466986113651,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
281,17.3,128GB SSD +  1TB HDD,1,1,1128.0,8,Dell,Linux,2.8,1920,1080,127.33567457123111,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
282,15.6,1TB HDD,0,1,1000.0,8,Acer,Windows,2.2,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
283,17.3,1TB HDD,0,1,1000.0,4,Lenovo,Windows,2.8,1600,900,106.11306214269258,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
284,17.3,2TB HDD,0,1,2000.0,8,Lenovo,Other,2.8,1920,1080,127.33567457123111,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
285,17.3,128GB SSD +  1TB HDD,1,1,1128.0,6,Lenovo,Windows,2.8,1600,900,106.11306214269258,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
286,15.6,1TB HDD,0,1,1000.0,4,Dell,Linux,2.25,1920,1080,141.21199808219862,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
287,15.6,256GB SSD,1,0,256.0,8,Lenovo,Windows,2.5,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
288,15.6,256GB SSD,1,0,256.0,6,Lenovo,Windows,2.2,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
289,15.6,256GB SSD,1,0,256.0,8,Acer,Windows,3.0,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
290,15.6,1TB HDD,0,1,1000.0,12,Acer,Windows,2.15,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
291,15.6,256GB SSD,1,0,256.0,8,Lenovo,Windows,1.95,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
292,15.6,256GB SSD,1,0,256.0,8,Asus,Windows,1.7,1920,1080,141.21199808219862,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
293,15.6,256GB SSD +  1TB HDD,1,1,1256.0,16,Lenovo,Windows,2.5,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
294,15.6,1TB HDD,0,1,1000.0,8,Lenovo,Other,2.2,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
295,15.6,16GB SSD,1,0,16.0,2,Acer,Other,2.19,1366,768,100.45466986113651,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
296,17.3,1TB HDD,0,1,1000.0,8,Asus,Windows,3.0,1920,1080,127.33567457123111,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
297,17.3,1TB HDD,0,1,1000.0,8,HP,Windows,2.54,1600,900,106.11306214269258,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
298,15.6,256GB SSD,1,0,256.0,8,Dell,Windows,2.0,1920,1080,141.21199808219862,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
299,15.6,256GB SSD,1,0,256.0,8,Lenovo,Windows,2.05,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
300,15.6,1TB HDD,0,1,1000.0,8,Lenovo,Windows,3.2,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
301,15.6,256GB SSD,1,0,256.0,8,Acer,Linux,2.5,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
302,17.3,256GB SSD,1,0,256.0,16,Dell,Windows,3.42,1920,1080,127.33567457123111,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
303,15.6,1TB HDD,0,1,1000.0,6,Lenovo,Windows,2.4,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
304,15.6,512GB SSD,1,0,512.0,16,Asus,Windows,1.63,1920,1080,141.21199808219862,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
305,14.0,128GB SSD,1,0,128.0,4,Asus,Windows,1.3,1366,768,111.93520355955211,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
306,17.3,256GB SSD +  1TB HDD,1,1,1256.0,16,Asus,Windows,2.9,1920,1080,127.33567457123111,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
307,17.3,1TB HDD,0,1,1000.0,6,Lenovo,Windows,2.8,1600,900,106.11306214269258,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
308,15.6,2TB HDD,0,1,2000.0,8,Lenovo,Other,2.2,1366,768,100.45466986113651,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
309,15.6,128GB SSD +  1TB HDD,1,1,1128.0,8,Asus,Windows,2.5,1920,1080,141.21199808219862,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
310,15.6,1TB HDD,0,1,1000.0,4,Lenovo,Other,2.2,1366,768,100.45466986113651,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
311,13.3,256GB SSD,1,0,256.0,16,HP,Windows,1.28,1920,1080,165.6321180513006,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
312,15.6,256GB SSD,1,0,256.0,8,Toshiba,Windows,2.2,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
313,15.6,128GB SSD +  1TB HDD,1,1,1128.0,8,Lenovo,Windows,2.3,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
314,15.6,1TB HDD,0,1,1000.0,4,HP,Windows,1.86,1920,1080,141.21199808219862,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
315,13.3,256GB SSD,1,0,256.0,8,Lenovo,Windows,1.1,1920,1080,165.6321180513006,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
316,13.3,1TB SSD,1,0,1000.0,16,Dell,Windows,1.21,3840,2160,331.2642361026012,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
317,15.6,256GB SSD +  1TB HDD,1,1,1256.0,16,MSI,Windows,2.8,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
318,15.6,256GB SSD,1,0,256.0,8,Acer,Windows,2.23,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
319,11.6,32GB Flash Storage,0,0,32.0,2,Asus,Windows,1.1,1366,768,135.0942111925629,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
320,15.6,128GB SSD +  1TB HDD,1,1,1128.0,8,Dell,Windows,2.33,1920,1080,141.21199808219862,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
321,13.3,1TB SSD,1,0,1000.0,16,HP,Windows,1.29,3840,2160,331.2642361026012,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
322,13.3,16GB Flash Storage,0,0,16.0,4,Lenovo,Other,1.45,1366,768,117.82653006268643,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
323,14.0,256GB SSD,1,0,256.0,8,HP,Windows,1.95,1920,1080,157.3505121487356,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
324,11.6,128GB Flash Storage,0,0,128.0,4,Acer,Windows,1.4,1366,768,135.0942111925629,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
325,14.0,256GB SSD,1,0,256.0,8,HP,Windows,1.48,1920,1080,157.3505121487356,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
326,17.3,1TB HDD,0,1,1000.0,4,Lenovo,Windows,2.79,1600,900,106.11306214269258,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
327,14.0,256GB SSD,1,0,256.0,8,Asus,Windows,2.0,1920,1080,157.3505121487356,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
329,15.6,1TB HDD,0,1,1000.0,8,HP,Windows,2.1,1366,768,100.45466986113651,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
330,15.6,256GB SSD,1,0,256.0,8,Acer,Windows,2.2,1366,768,100.45466986113651,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
331,14.0,32GB Flash Storage,0,0,32.0,4,Lenovo,Windows,1.44,1366,768,111.93520355955211,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
332,15.6,1TB HDD,0,1,1000.0,6,Acer,Windows,2.23,1366,768,100.45466986113651,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
333,15.6,256GB SSD,1,0,256.0,8,Asus,Windows,1.7,1920,1080,141.21199808219862,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
334,12.5,256GB SSD,1,0,256.0,8,HP,Windows,1.26,1920,1080,176.23257360658386,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
335,15.6,1TB SSD,1,0,1000.0,32,Dell,Windows,2.06,3840,2160,282.42399616439724,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
336,17.3,256GB SSD +  1TB HDD,1,1,1256.0,8,MSI,Windows,2.7,1920,1080,127.33567457123111,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
337,15.6,256GB SSD,1,0,256.0,8,Toshiba,Windows,2.0,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
338,14.0,256GB SSD +  1TB HDD,1,1,1256.0,8,Asus,Windows,2.0,1920,1080,157.3505121487356,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
339,15.6,1TB HDD,0,1,1000.0,4,Lenovo,Windows,1.85,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
340,15.6,256GB SSD,1,0,256.0,8,Asus,Windows,2.5,1920,1080,141.21199808219862,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
341,14.0,256GB SSD,1,0,256.0,8,HP,Windows,1.48,1920,1080,157.3505121487356,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
342,15.6,128GB SSD +  1TB HDD,1,1,1128.0,8,Dell,Windows,1.9,1920,1080,141.21199808219862,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
343,15.6,256GB SSD,1,0,256.0,8,HP,Windows,1.84,1920,1080,141.21199808219862,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
344,15.6,1TB HDD,0,1,1000.0,4,Asus,Linux,2.0,1366,768,100.45466986113651,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
345,15.6,256GB SSD,1,0,256.0,8,Dell,Windows,2.0,1920,1080,141.21199808219862,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
346,15.6,500GB HDD,0,1,500.0,4,Dell,Linux,2.2,1366,768,100.45466986113651,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
347,15.6,2TB HDD,0,1,2000.0,12,Lenovo,Windows,2.2,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
348,15.6,1TB HDD,0,1,1000.0,8,HP,Windows,2.1,1920,1080,141.21199808219862,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
349,13.9,512GB SSD,1,0,512.0,16,Lenovo,Windows,1.4,3840,2160,316.96506044349616,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
350,13.3,256GB SSD,1,0,256.0,8,Dell,Windows,1.2,1920,1080,165.6321180513006,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
351,15.6,256GB SSD +  2TB HDD,1,1,2256.0,16,Lenovo,Windows,2.4,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
352,14.0,32GB Flash Storage,0,0,32.0,2,HP,Windows,1.44,1366,768,111.93520355955211,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
353,15.6,512GB SSD +  256GB SSD,1,0,768.0,16,Dell,Windows,1.88,1920,1080,141.21199808219862,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
354,11.6,32GB Flash Storage,0,0,32.0,4,Asus,Windows,1.5,1366,768,135.0942111925629,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
355,15.6,1TB HDD,0,1,1000.0,8,Dell,Windows,1.9,1920,1080,141.21199808219862,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
356,15.6,512GB SSD,1,0,512.0,16,Dell,Windows,2.06,3840,2160,282.42399616439724,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
357,15.6,256GB SSD,1,0,256.0,8,HP,Windows,1.84,1920,1080,141.21199808219862,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
358,17.3,128GB SSD +  1TB HDD,1,1,1128.0,8,MSI,Windows,2.7,1920,1080,127.33567457123111,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
359,15.6,256GB SSD,1,0,256.0,8,HP,Windows,2.6,1920,1080,141.21199808219862,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
360,15.6,512GB SSD,1,0,512.0,16,Toshiba,Windows,2.4,1920,1080,141.21199808219862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
361,15.6,128GB SSD +  2TB HDD,1,1,2128.0,8,Dell,Windows,2.02,1920,1080,141.21199808219862,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
362,15.6,1TB HDD,0,1,1000.0,4,Lenovo,Other,2.2,1366,768,100.45466986113651,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
363,15.6,1TB HDD,0,1,1000.0,8,Dell,Windows,2.65,1920,1080,141.21199808219862,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
364,15.6,2TB HDD,0,1,2000.0,8,Dell,Windows,2.36,1366,768,100.45466986113651,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
365,14.0,256GB SSD,1,0,256.0,8,Dell,Windows,1.36,1920,1080,157.3505121487356,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
366,15.6,500GB HDD,0,1,500.0,4,HP,Windows,1.86,1366,768,100.45466986113651,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
367,14.0,256GB SSD,1,0,256.0,8,Asus,Windows,2.0,1920,1080,157.3505121487356,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
